id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,neutral,positive,negative,sentiment
1473296819316740099,2021-12-21 14:18:28+00:00,1473296819316740099,"Machnamh 100 - Volume 1 Publication has been linked to the @Education_Ire's @ScoilnetPPrim website. The book brings together the speeches and discussions, at the first three seminars of the series, looking at the events of a century ago

https://t.co/8t4PASuSjo https://t.co/PxHew8uZlW",9,49,6,1,https://www.scoilnet.ie/index.php?id=1082,en,False,,MichealMartin,"Machnamh 100 - Volume 1 Publication has been linked to the @Education_Ire's @ScoilnetPPrim website. The book brings together the speeches and discussions, at the first three seminars of the series, looking at the events of a century ago

https://t.co/8t4PASuSjo https://t.co/PxHew8uZlW",0.792778,0.201742,0.00548,neutral
1472988930719031299,2021-12-20 17:55:02+00:00,1472988930719031299,"“Sabina and I have chosen Bartolomé Esteban Murillo's depiction of the Flight into Egypt for our official Christmas card. A story of a journey impelled by a great will for the protection of others, undertaken in great uncertainty, but navigated in a spirit of trust and hope“ https://t.co/SjfiyTAKXk",56,282,6,12,https://twitter.com/PresidentIRL/status/1472988930719031299/photo/1,en,False,,MichealMartin,"“Sabina and I have chosen Bartolomé Esteban Murillo's depiction of the Flight into Egypt for our official Christmas card. A story of a journey impelled by a great will for the protection of others, undertaken in great uncertainty, but navigated in a spirit of trust and hope“ https://t.co/SjfiyTAKXk",0.37606,0.61878,0.00516,positive
1472866773779329024,2021-12-20 09:49:38+00:00,1472866084428595204,@sportireland And not forgetting the RTÉ Sportsperson of the Year!,6,154,0,2,,en,False,569892832.0,MichealMartin,@sportireland And not forgetting the RTÉ Sportsperson of the Year!,0.506461,0.463308,0.030231,neutral
1472866084428595204,2021-12-20 09:46:53+00:00,1472866084428595204,Congratulations to Rachael Blackmore for her double achievement over the weekend in winning the Irish Times @sportireland Sportswoman of the Year and the BBC World Sport Star of the Year,89,2105,6,8,,en,False,,MichealMartin,Congratulations to Rachael Blackmore for her double achievement over the weekend in winning the Irish Times @sportireland Sportswoman of the Year and the BBC World Sport Star of the Year,0.016406,0.982794,0.0008,positive
1472579366672605185,2021-12-19 14:47:34+00:00,1472579366672605185,"Here is 'Suantraí ár Slánaitheora', the third in @ChamberChoirIre's special set of recordings from Áras an Uachtaráin https://t.co/JC0RvCnwgE",13,29,2,3,https://www.youtube.com/watch?v=Jku68YuMbwQ,und,False,,MichealMartin,"Here is 'Suantraí ár Slánaitheora', the third in @ChamberChoirIre's special set of recordings from Áras an Uachtaráin https://t.co/JC0RvCnwgE",0.931139,0.055451,0.01341,neutral
1471873314327089167,2021-12-17 16:01:58+00:00,1471873314327089167,"You can now watch @ChamberChoirIre's recording of Away in a Manger. This is the second in the special set of recordings of the Choir's recent performance in Áras an Uachtaráin, keep an eye out for the rest of the performances over the coming days https://t.co/75MgruPPlv",8,27,3,1,https://www.youtube.com/watch?v=KDBqB7iCF4M,en,False,,MichealMartin,"You can now watch @ChamberChoirIre's recording of Away in a Manger. This is the second in the special set of recordings of the Choir's recent performance in Áras an Uachtaráin, keep an eye out for the rest of the performances over the coming days https://t.co/75MgruPPlv",0.641029,0.356387,0.002584,neutral
1471793921097412613,2021-12-17 10:46:30+00:00,1471793921097412613,President Higgins would like to congratulate Ellen Walshe on winning a silver medal in the 400m Individual Medley at the FINA World Short Course Championships,21,251,2,6,,en,False,,MichealMartin,President Higgins would like to congratulate Ellen Walshe on winning a silver medal in the 400m Individual Medley at the FINA World Short Course Championships,0.103597,0.895287,0.001117,positive
1471518086884847620,2021-12-16 16:30:26+00:00,1471518086884847620,"This afternoon, President Higgins signed a Presidential Pardon for Mr John Twiss, who was executed in February 1895 following a wrongful conviction of murder. It was only the sixth Presidential Pardon to be issued and the third posthumously. Read more at https://t.co/7Mq46tqA6f https://t.co/esdOR1fiSt",30,177,11,2,https://president.ie/en/media-library/news-releases/president-higgins-signs-presidential-pardon-for-mr-john-twiss,en,False,,MichealMartin,"This afternoon, President Higgins signed a Presidential Pardon for Mr John Twiss, who was executed in February 1895 following a wrongful conviction of murder. It was only the sixth Presidential Pardon to be issued and the third posthumously. Read more at https://t.co/7Mq46tqA6f https://t.co/esdOR1fiSt",0.760089,0.193279,0.046631,neutral
1471487566448840714,2021-12-16 14:29:09+00:00,1471487566448840714,"President Higgins received members of the @GlassSocietyIre in Áras an Uachtaráin to view the installation of their Glass Quilt, entitled ‘A Breath of Fresh Air’, in the State Dining Room. 

Read more: https://t.co/wknPfXtNh5 

#GSOIKeepWell https://t.co/CiuHMMJrge",7,65,1,7,https://president.ie/en/diary/details/president-receives-members-of-the-glass-society-of-ireland-on-a-courtesy-call,en,False,,MichealMartin,"President Higgins received members of the @GlassSocietyIre in Áras an Uachtaráin to view the installation of their Glass Quilt, entitled ‘A Breath of Fresh Air’, in the State Dining Room. 

Read more: https://t.co/wknPfXtNh5 

#GSOIKeepWell https://t.co/CiuHMMJrge",0.748327,0.243148,0.008525,neutral
1471166696861884419,2021-12-15 17:14:08+00:00,1471166696861884419,"Sabina Higgins visited Cloverhill, Wheatfield, Arbour Hill and Mountjoy Prisons and the Dóchas Centre today to present Christmas Poinsettia flowers https://t.co/c5NjsPb8bk",8,96,4,2,https://twitter.com/PresidentIRL/status/1471166696861884419/photo/1,en,False,,MichealMartin,"Sabina Higgins visited Cloverhill, Wheatfield, Arbour Hill and Mountjoy Prisons and the Dóchas Centre today to present Christmas Poinsettia flowers https://t.co/c5NjsPb8bk",0.835756,0.158186,0.006058,neutral
1471132818633809926,2021-12-15 14:59:30+00:00,1471132818633809926,Mr. John Cameron presented President Higgins with a copy of his book ‘Boy 11963’ at Áras an Uachtaráin this morning. https://t.co/hYDRhWb2Y7,8,93,4,1,https://twitter.com/PresidentIRL/status/1471132818633809926/photo/1,en,False,,MichealMartin,Mr. John Cameron presented President Higgins with a copy of his book ‘Boy 11963’ at Áras an Uachtaráin this morning. https://t.co/hYDRhWb2Y7,0.783337,0.211566,0.005097,neutral
1470697467389820931,2021-12-14 10:09:35+00:00,1470697462474190851,The performance is the first in a special set of performances by @ChamberChoirIre which we will be posting over the coming days in the run up to Christmas. President Higgins became patron of the Choir earlier this year. Read more at https://t.co/np59rj3LpF https://t.co/06WHROlViO,5,28,2,1,https://president.ie/en/media-library/news-releases/president-higgins-to-release-special-chamber-choir-ireland-performances-from-aras-an-uachtarain,en,False,569892832.0,MichealMartin,The performance is the first in a special set of performances by @ChamberChoirIre which we will be posting over the coming days in the run up to Christmas. President Higgins became patron of the Choir earlier this year. Read more at https://t.co/np59rj3LpF https://t.co/06WHROlViO,0.639566,0.358335,0.002099,neutral
1470697462474190851,2021-12-14 10:09:33+00:00,1470697462474190851,Watch a beautiful performance of Raglan Road recorded in Áras an Uachtaráin by @ChamberChoirIre. This year is the 75th anniversary of the first publication of Patrick Kavanagh's poem in 1946 and the 50th anniversary of the Dubliners' initial 1971 recording https://t.co/LaG3MSB6xI,41,115,9,8,https://www.youtube.com/watch?v=lhO2TUELiF4,en,False,,MichealMartin,Watch a beautiful performance of Raglan Road recorded in Áras an Uachtaráin by @ChamberChoirIre. This year is the 75th anniversary of the first publication of Patrick Kavanagh's poem in 1946 and the 50th anniversary of the Dubliners' initial 1971 recording https://t.co/LaG3MSB6xI,0.060868,0.938155,0.000977,positive
1470088847576948741,2021-12-12 17:51:08+00:00,1470088847576948741,President and Mrs Higgins with David Brophy and members of the Frontline Choir at this evening's switching on of the Christmas Tree lights at Áras an Uachtaráin https://t.co/rp4Z42Yu45,24,304,5,2,https://twitter.com/PresidentIRL/status/1470088847576948741/photo/1,en,False,,MichealMartin,President and Mrs Higgins with David Brophy and members of the Frontline Choir at this evening's switching on of the Christmas Tree lights at Áras an Uachtaráin https://t.co/rp4Z42Yu45,0.880169,0.111536,0.008295,neutral
1470026923434811392,2021-12-12 13:45:04+00:00,1470026923434811392,"Statement by President Michael D. Higgins on the death of Toddy O’Sullivan

https://t.co/lm2gQUcUor",26,82,2,4,https://president.ie/en/media-library/news-releases/statement-by-president-michael-d-higgins-on-the-death-of-toddy-osullivan,en,False,,MichealMartin,"Statement by President Michael D. Higgins on the death of Toddy O’Sullivan

https://t.co/lm2gQUcUor",0.79052,0.022135,0.187345,neutral
1469360402270244864,2021-12-10 17:36:33+00:00,1469360402270244864,"President Higgins was presented with a silver birch this afternoon by Martha Hourican, Joe McKeown, Ray Jordan and Vincent Cleary to highlight the One Million Trees campaign @selfhelpafrica @INTOnews @Glenisk https://t.co/vQJTTgBTGp",19,117,2,4,https://twitter.com/PresidentIRL/status/1469360402270244864/photo/1,en,False,,MichealMartin,"President Higgins was presented with a silver birch this afternoon by Martha Hourican, Joe McKeown, Ray Jordan and Vincent Cleary to highlight the One Million Trees campaign @selfhelpafrica @INTOnews @Glenisk https://t.co/vQJTTgBTGp",0.694248,0.302318,0.003433,neutral
1469332917537099781,2021-12-10 15:47:21+00:00,1469332917537099781,Today is International Human Rights Day. You can watch the video of President Higgins at the launch of the Human Rights Defenders Memorial in November 2016 at https://t.co/x6KvNOIk96,7,47,2,0,https://www.youtube.com/watch?v=5YZRzvW2dos&t=1264s,en,False,,MichealMartin,Today is International Human Rights Day. You can watch the video of President Higgins at the launch of the Human Rights Defenders Memorial in November 2016 at https://t.co/x6KvNOIk96,0.801842,0.173609,0.024549,neutral
1468167192118284289,2021-12-07 10:35:10+00:00,1468167192118284289,"Collected Speeches from the visit by
President Higgins to Latin America in 2013 now available for download.

https://t.co/b8NuqgDMcz",3,20,2,1,https://issuu.com/arasanuachtarain/docs/president_latin_america_speeches_2013?mode=window,en,False,,MichealMartin,"Collected Speeches from the visit by
President Higgins to Latin America in 2013 now available for download.

https://t.co/b8NuqgDMcz",0.857437,0.127903,0.014661,neutral
1467894142202265619,2021-12-06 16:30:10+00:00,1467894142202265619,"In a ceremony at Áras an Uachtaráin earlier today, President Higgins appointed Ms. Justice Karen O'Connor SC, Mr. Justice Conor Dignam SC and Ms. Justice Siobhán Phelan SC as Judges to the High Court.

https://t.co/dFW4Rn9BUM https://t.co/91VGm4kEvs",14,149,19,2,https://president.ie/en/diary/details/president-higgins-appoints-judges-to-the-high-court-december-2021,en,False,,MichealMartin,"In a ceremony at Áras an Uachtaráin earlier today, President Higgins appointed Ms. Justice Karen O'Connor SC, Mr. Justice Conor Dignam SC and Ms. Justice Siobhán Phelan SC as Judges to the High Court.

https://t.co/dFW4Rn9BUM https://t.co/91VGm4kEvs",0.943593,0.045758,0.010649,neutral
1467838777095819266,2021-12-06 12:50:10+00:00,1467838777095819266,"The Treaty was signed 100 years ago today, on 6 December 1921. The Machnamh IV seminar, available now on @RTEplayer, features a consideration of the road to the Treaty and its long-term implications. You can read the President's speech from the event at https://t.co/7MqURA7EmU",24,58,2,0,https://president.ie/en/media-library/speeches/machnamh-100-seminar-iv-the-1920s-of-the-experience-from-below,en,False,,MichealMartin,"The Treaty was signed 100 years ago today, on 6 December 1921. The Machnamh IV seminar, available now on @RTEplayer, features a consideration of the road to the Treaty and its long-term implications. You can read the President's speech from the event at https://t.co/7MqURA7EmU",0.874929,0.105921,0.01915,neutral
1467812894049976325,2021-12-06 11:07:19+00:00,1467812894049976325,"RT @hotpress: ""As we build a richly diverse Ireland... let us resolve to work together to combat any wilful, ignorant or cruel discriminati…",16,0,0,0,,en,False,,MichealMartin,"RT @hotpress: ""As we build a richly diverse Ireland... let us resolve to work together to combat any wilful, ignorant or cruel discriminati…",0.651111,0.213277,0.135612,neutral
1466531319043657729,2021-12-02 22:14:47+00:00,1466531319043657729,This evening President Higgins presented Presidential Distinguished Service Awards to the recipients for 2020 and 2021. The event recognised the contribution of 25 of our diaspora to Ireland and celebrated their service to communities around the world @dfatirl #GlobalIreland https://t.co/hqckyiz32J,37,219,12,9,https://twitter.com/PresidentIRL/status/1466531319043657729/photo/1,en,False,,MichealMartin,This evening President Higgins presented Presidential Distinguished Service Awards to the recipients for 2020 and 2021. The event recognised the contribution of 25 of our diaspora to Ireland and celebrated their service to communities around the world @dfatirl #GlobalIreland https://t.co/hqckyiz32J,0.067097,0.931813,0.00109,positive
1466086424122478594,2021-12-01 16:46:56+00:00,1466086424122478594,"Earlier today President Higgins was presented with a copy of the book ‘Costume’, which celebrates the work of the late artist and designer Monica Frawley, by Monica’s husband Vincent Woods and her niece Katy West. 

https://t.co/RtB0BPOtJ0 https://t.co/5lZyAaqFyj",5,31,0,2,https://president.ie/en/diary/details/president-receives-mr-vincent-woods-on-a-courtesy-call,en,False,,MichealMartin,"Earlier today President Higgins was presented with a copy of the book ‘Costume’, which celebrates the work of the late artist and designer Monica Frawley, by Monica’s husband Vincent Woods and her niece Katy West. 

https://t.co/RtB0BPOtJ0 https://t.co/5lZyAaqFyj",0.445899,0.552058,0.002043,positive
1466057061435912197,2021-12-01 14:50:16+00:00,1466057061435912197,Today is #WorldAidsDay2021. You can read the speech which President Higgins gave at a reception to mark the 30th anniversary of @HIVIreland on this day 2017 at https://t.co/vQXnU5oXGB https://t.co/cUzzZdISjr,48,202,5,2,https://president.ie/en/media-library/speeches/speech-at-a-reception-on-world-aids-day-to-mark-the-30th-anniversary-of-hiv,en,False,,MichealMartin,Today is #WorldAidsDay2021. You can read the speech which President Higgins gave at a reception to mark the 30th anniversary of @HIVIreland on this day 2017 at https://t.co/vQXnU5oXGB https://t.co/cUzzZdISjr,0.844146,0.133601,0.022253,neutral
1465714165855756291,2021-11-30 16:07:43+00:00,1465714165855756291,"Statement from President Michael D. Higgins on the death of Mary Maher

https://t.co/dlwOsETfi4",11,32,2,5,https://president.ie/en/media-library/news-releases/statement-from-president-michael-d-higgins-on-the-death-of-mary-maher,en,False,,MichealMartin,"Statement from President Michael D. Higgins on the death of Mary Maher

https://t.co/dlwOsETfi4",0.821353,0.0253,0.153347,neutral
1465706305713172481,2021-11-30 15:36:29+00:00,1465706305713172481,"Today at Áras an Uachtaráin, President Higgins received Mr Brian Redmond, Mrs Colette Redmond and Ms Chloe Redmond on a courtesy call, who showed the President documents and photographs from their family’s collection of memorabilia from the Treaty negotiations in London in 1921. https://t.co/bAIFvn7N69",17,102,0,1,https://twitter.com/PresidentIRL/status/1465706305713172481/photo/1,en,False,,MichealMartin,"Today at Áras an Uachtaráin, President Higgins received Mr Brian Redmond, Mrs Colette Redmond and Ms Chloe Redmond on a courtesy call, who showed the President documents and photographs from their family’s collection of memorabilia from the Treaty negotiations in London in 1921. https://t.co/bAIFvn7N69",0.854162,0.13572,0.010118,neutral
1463946139741442051,2021-11-25 19:02:13+00:00,1463946139741442051,"President Higgins' fourth Machnamh 100 seminar 'Settlements, Schisms &amp; Civil Strife' is available now on @RTEplayer at https://t.co/OCQIk3LMAL. The President and Dr John Bowman are joined by some of Ireland's leading academics to discuss the Treaty and its long term implications. https://t.co/UDI81Tz8c2",17,63,10,4,https://www.rte.ie/player/series/machnamh-100/SI0000008075?epguid=PL000006228,en,False,,MichealMartin,"President Higgins' fourth Machnamh 100 seminar 'Settlements, Schisms &amp; Civil Strife' is available now on @RTEplayer at https://t.co/OCQIk3LMAL. The President and Dr John Bowman are joined by some of Ireland's leading academics to discuss the Treaty and its long term implications. https://t.co/UDI81Tz8c2",0.775392,0.216427,0.00818,neutral
1463873654090088449,2021-11-25 14:14:11+00:00,1463873590928064520,"In his contribution, the President seeks to look at the period ‘from below’, from the perspective of the varying circumstances of the enlisting volunteer, including this reflection on his own family's experience. https://t.co/2J1XVTNuAy",12,37,3,0,https://twitter.com/PresidentIRL/status/1463873654090088449/video/1,en,False,569892832.0,MichealMartin,"In his contribution, the President seeks to look at the period ‘from below’, from the perspective of the varying circumstances of the enlisting volunteer, including this reflection on his own family's experience. https://t.co/2J1XVTNuAy",0.840472,0.131767,0.027761,neutral
1463873603313745924,2021-11-25 14:13:59+00:00,1463873590928064520,The seminar was recorded in the Hyde Room in Áras an Uachtaráin in front of a small audience of post graduate students with a research interest in this period of history who engaged with the speakers in a lively question and answer session chaired by Dr John Bowman. https://t.co/SdgU66AoVj,6,22,1,1,https://twitter.com/PresidentIRL/status/1463873603313745924/photo/1,en,False,569892832.0,MichealMartin,The seminar was recorded in the Hyde Room in Áras an Uachtaráin in front of a small audience of post graduate students with a research interest in this period of history who engaged with the speakers in a lively question and answer session chaired by Dr John Bowman. https://t.co/SdgU66AoVj,0.61676,0.380388,0.002852,neutral
1463873596837748738,2021-11-25 14:13:57+00:00,1463873590928064520,"The seminar is chaired by Dr John Bowman and features a principal speech delivered by Professor Diarmaid Ferriter with responses from President Higgins, Dr Daithí Ó Corráin, Professor Mary E. Daly, Professor Fearghal McGarry and Professor Margaret Kelleher. https://t.co/VzDGhCJBrK",3,15,1,3,https://twitter.com/PresidentIRL/status/1463873596837748738/photo/1,en,False,569892832.0,MichealMartin,"The seminar is chaired by Dr John Bowman and features a principal speech delivered by Professor Diarmaid Ferriter with responses from President Higgins, Dr Daithí Ó Corráin, Professor Mary E. Daly, Professor Fearghal McGarry and Professor Margaret Kelleher. https://t.co/VzDGhCJBrK",0.917872,0.07202,0.010107,neutral
1463873590928064520,2021-11-25 14:13:56+00:00,1463873590928064520,"President Higgins' recently recorded Machnamh IV seminar, 'Settlements, Schisms and Civil Strife' will be available on @RTEplayer from 7pm tonight. The seminar features some of Ireland’s leading academics considering the road to the Treaty of 1921 and its long term implications. https://t.co/ue33mtqNvS",34,126,4,5,https://twitter.com/PresidentIRL/status/1463873590928064520/photo/1,en,False,,MichealMartin,"President Higgins' recently recorded Machnamh IV seminar, 'Settlements, Schisms and Civil Strife' will be available on @RTEplayer from 7pm tonight. The seminar features some of Ireland’s leading academics considering the road to the Treaty of 1921 and its long term implications. https://t.co/ue33mtqNvS",0.849992,0.139997,0.010011,neutral
1463839075920658432,2021-11-25 11:56:47+00:00,1463839075920658432,"You can watch the President’s full remarks here https://t.co/jVVBZTspUz

 #16Days #OrangeTheWorld https://t.co/LfeevcOodr",30,76,2,7,https://youtu.be/9lv7zLBMyto,en,False,,MichealMartin,"You can watch the President’s full remarks here https://t.co/jVVBZTspUz

 #16Days #OrangeTheWorld https://t.co/LfeevcOodr",0.606479,0.378908,0.014613,neutral
1463547495905116162,2021-11-24 16:38:09+00:00,1463547495905116162,"RT @AkhileshIFS: Privileged to present credentials to @PresidentIRL Michael Higgins, a visionary statesman, scholar, philosopher &amp; poet🙏
H.…",85,0,0,0,,en,False,,MichealMartin,"RT @AkhileshIFS: Privileged to present credentials to @PresidentIRL Michael Higgins, a visionary statesman, scholar, philosopher &amp; poet🙏
H.…",0.227882,0.769745,0.002374,positive
1463547402057654282,2021-11-24 16:37:46+00:00,1463547402057654282,RT @LUinDublin: Today the new #Luxembourg Ambassador presented her credentials to @PresidentIRL. Congratulations to @FEnschMAEE who will es…,13,0,0,0,,en,False,,MichealMartin,RT @LUinDublin: Today the new #Luxembourg Ambassador presented her credentials to @PresidentIRL. Congratulations to @FEnschMAEE who will es…,0.093202,0.905649,0.001149,positive
1463509218540072971,2021-11-24 14:06:03+00:00,1463509218540072971,"His Excellency, Mr.@AkhileshIFS, Ambassador of India, Her Excellency, @FEnschMAEE, Ambassador of the Grand Duchy of Luxembourg, and His Excellency, Mr.@MagnusRyden1, Ambassador of Sweden presented their Letters of Credence to President Higgins at Áras an Uachtaráin today. https://t.co/tcVM66bxgK",20,117,0,2,https://twitter.com/PresidentIRL/status/1463509218540072971/photo/1,en,False,,MichealMartin,"His Excellency, Mr.@AkhileshIFS, Ambassador of India, Her Excellency, @FEnschMAEE, Ambassador of the Grand Duchy of Luxembourg, and His Excellency, Mr.@MagnusRyden1, Ambassador of Sweden presented their Letters of Credence to President Higgins at Áras an Uachtaráin today. https://t.co/tcVM66bxgK",0.910248,0.077143,0.01261,neutral
1462371806694805507,2021-11-21 10:46:22+00:00,1462371800302632961,"These initial seminars focused on the War of Independence. The second series will focus on subsequent events, commencing with the fourth event ‘Settlements, Schisms &amp; Civil Strife’, which will be available to watch from this Thursday. Read more at https://t.co/ohVEcIX6iu",5,23,1,1,https://president.ie/en/news/article/president-higgins-hosts-fourth-seminar-in-machnamh-100-series,en,False,569892832.0,MichealMartin,"These initial seminars focused on the War of Independence. The second series will focus on subsequent events, commencing with the fourth event ‘Settlements, Schisms &amp; Civil Strife’, which will be available to watch from this Thursday. Read more at https://t.co/ohVEcIX6iu",0.907889,0.077803,0.014308,neutral
1462371804530585600,2021-11-21 10:46:22+00:00,1462371800302632961,"The book brings together the speeches and discussions, chaired by Dr John Bowman, at the first three of the President’s series of six Machnamh 100 seminars looking at the events of a century ago. The eBook will also be available to post primary schools  via Scoilnet.",6,27,1,0,,en,False,569892832.0,MichealMartin,"The book brings together the speeches and discussions, chaired by Dr John Bowman, at the first three of the President’s series of six Machnamh 100 seminars looking at the events of a century ago. The eBook will also be available to post primary schools  via Scoilnet.",0.713906,0.280186,0.005908,neutral
1462371800302632961,2021-11-21 10:46:21+00:00,1462371800302632961,"President Higgins has today announced the availability to the public of 'Machnamh 100 – Centenary Reflections, Volume 1'. The eBook is available free of charge at https://t.co/JQNIjwYakf. A limited number of physical copies will be available in public libraries and universities. https://t.co/hmNcxqrjx1",56,222,7,10,http://president.ie/en/media-library/news-releases/machnamh-100-president-of-ireland-centenary-reflections-volume-1,en,False,,MichealMartin,"President Higgins has today announced the availability to the public of 'Machnamh 100 – Centenary Reflections, Volume 1'. The eBook is available free of charge at https://t.co/JQNIjwYakf. A limited number of physical copies will be available in public libraries and universities. https://t.co/hmNcxqrjx1",0.507725,0.489407,0.002868,neutral
1462012792647655432,2021-11-20 10:59:47+00:00,1462012792647655432,"President and Sabina Higgins with pupils and teachers of Curraheen National School in Glenbeigh, Co Kerry yesterday https://t.co/WFRKMQjVzC",22,571,5,4,https://twitter.com/PresidentIRL/status/1462012792647655432/photo/1,en,False,,MichealMartin,"President and Sabina Higgins with pupils and teachers of Curraheen National School in Glenbeigh, Co Kerry yesterday https://t.co/WFRKMQjVzC",0.928661,0.034872,0.036467,neutral
1461810949220974602,2021-11-19 21:37:44+00:00,1461810949220974602,President Higgins is at @DingleSkellig this evening to discuss his book 'Reclaiming the European Street' with Seán Mac an tSíthigh as part of @DingleLit https://t.co/ey7rwB7WNm,19,242,4,3,https://twitter.com/PresidentIRL/status/1461810949220974602/photo/1,en,False,,MichealMartin,President Higgins is at @DingleSkellig this evening to discuss his book 'Reclaiming the European Street' with Seán Mac an tSíthigh as part of @DingleLit https://t.co/ey7rwB7WNm,0.859816,0.132575,0.007609,neutral
