id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,neutral,positive,negative,sentiment
1467842324101320714,2021-12-06 13:04:15+00:00,1467842324101320714,Spridningen av vinterkräksjuka är igång för säsongen. Det visar antalet sökningar på 1177 Vårdguiden och statistik från landets laboratorier. https://t.co/qwMv1qsEzZ,6,19,15,16,https://bit.ly/3pyqnyH,sv,False,,Folkhalsomynd,The spread of winter shrimp disease is underway for the season. It shows the number of searches on the 1177 Care Guide and statistics from the country's laboratories. https://t.co/qwMv1qsEzZ,0.570455,0.031184,0.398361,neutral
1466312263913123841,2021-12-02 07:44:21+00:00,1466312263913123841,Förslag till nya åtgärder vid ökad smittspridning https://t.co/zUXRKaa3ni,9,27,86,6,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/december/forslag-till-nya-atgarder-vid-okad-smittspridning/,sv,False,,Folkhalsomynd,Proposal for new measures to increase the spread of infection https://t.co/zUXRKaa3ni,0.748554,0.048924,0.202521,neutral
1465987332222377985,2021-12-01 10:13:11+00:00,1465987332222377985,Ny enkät från Folkhälsomyndigheten ute nu: Hur är det att leva med hiv i Sverige i dag https://t.co/jLdN6daluf,1,3,10,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/december/ny-enkat-fran-folkhalsomyndigheten-ute-nu-hur-ar-det-att-leva-med-hiv-i-sverige-idag/,sv,False,,Folkhalsomynd,New survey from the Swedish Public Health Agency: How is it to live with HIV in Sweden today https://t.co/jLdN6daluf,0.778188,0.030877,0.190935,neutral
1465953300721934342,2021-12-01 07:57:57+00:00,1465953300721934342,Enkäten Att leva med hiv är nu öppen! Är du 18 år eller äldre och lever med hiv och vill svara på en enkät om hur du har det? Dina svar hjälper oss och andra att förstå mer om hur det är att leva med hiv idag. Till enkäten: https://t.co/gtGab2LUJ0 https://t.co/Gaf0LNhfOC,6,8,7,1,https://www.folkhalsomyndigheten.se/hiv21,sv,False,,Folkhalsomynd,Living with HIV is now open! Are you 18 or older and living with HIV and want to answer a survey on how you are doing? Your answers help us and others to understand more about living with HIV today. To the survey: https://t.co/gtGab2LUJ0 https://t.co/Gaf0LNhfOC,0.682055,0.28305,0.034895,neutral
1465694339888128023,2021-11-30 14:48:56+00:00,1465694339888128023,Utvidgad testning för inresande till Sverige från länder utanför Norden. https://t.co/0TJmZr6D4f,5,17,26,7,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/utvidgad-testning-for-inresande-till-sverige-fran-lander-utanfor-norden/,sv,False,,Folkhalsomynd,Extended testing for incoming to Sweden from outside the Nordic countries. https://t.co/0TJmZr6D4f,0.904026,0.03257,0.063405,neutral
1465670714653085700,2021-11-30 13:15:03+00:00,1465670714653085700,"Fler fall av omikronvarianten i Sverige
https://t.co/tQFNwBYzrm",11,14,26,3,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/fler-fall-av-omikronvarianten-i-sverige/,no,False,,Folkhalsomynd,"0      Spridningen av covid-19 har fortsatt att öka. ...
1      Folkhälsomyndighetens nya föreskrifter om reso...
2      Flera nya åtgärder vidtas den 23 december när ...
3      Anmälan till Nordiska folkhälsokonferensen 202...
4      Barn inom särskilda grupper 5-11 år rekommende...
                             ...                        
696    Influensasäsongen är igång — Folkhälsomyndighe...
697    Misstänkta lungskador efter vejpning — Folkhäl...
698    I 20 år har Sverige arbetat med fysisk aktivit...
699    Folkhälsomyndigheten upphandlar garanti för ti...
700    RT @Suicidprevent: Alldeles strax är det dags ...
Name: tweet, Length: 701, dtype: object",0.818361,0.039486,0.142153,neutral
1465355330154639368,2021-11-29 16:21:50+00:00,1465355330154639368,"Ny virusvariant av SARS-CoV-2 även i Sverige
https://t.co/rqGCGKtIV3",25,57,80,10,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/ny-virusvariant-av-sars-cov-2-aven-i-sverige/,sv,False,,Folkhalsomynd,New virus variant of SARS-CoV-2 also in Sweden https://t.co/rqGCGKtIV3,0.674122,0.022306,0.303572,neutral
1464299164637048836,2021-11-26 18:25:00+00:00,1464299164637048836,"Rekommendationer vid inresa från vissa länder i södra Afrika
https://t.co/icqaaBA6Jm",14,24,84,10,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/rekommendationer-vid-inresa-fran-vissa-lander-i-sodra-afrika/,sv,False,,Folkhalsomynd,Recommendations on entry from certain southern African countries https://t.co/icqaaBA6Jm,0.890519,0.024792,0.084689,neutral
1464245349762142212,2021-11-26 14:51:10+00:00,1464245349762142212,Beslutade åtgärder för att motverka ökad smittspridning och vårdbelastning https://t.co/o4ASAIy58o,9,16,38,10,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/beslutade-atgarder-for-att-motverka-okad-smittspridning-och-vardbelastning/,sv,False,,Folkhalsomynd,Established measures to prevent increased transmission of infection and the burden of care https://t.co/o4ASAIy58o,0.493253,0.023211,0.483535,neutral
1464170331384565765,2021-11-26 09:53:04+00:00,1464170331384565765,Nu söker Folkhälsomyndigheten läkare för att hålla koll på covid-19 och influensaläget https://t.co/RnGuxXakzV,3,12,15,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/nu-soker-folkhalsomyndigheten-lakare-for-att-halla-koll-pa-covid-19-och-influensalaget/,sv,False,,Folkhalsomynd,The Public Health Agency is now looking for doctors to keep track of covid-19 and the influenza situation https://t.co/RnGuxXakzV,0.866978,0.039714,0.093308,neutral
1464128088883748866,2021-11-26 07:05:13+00:00,1464128088883748866,"Hälsa och livskvalitet varierar bland asylsökande barn och unga
https://t.co/MOGawXlT2l",2,3,2,2,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/halsa-och-livskvalitet-varierar-bland-asylsokande-barn-och-unga/,sv,False,,Folkhalsomynd,Health and quality of life vary among asylum seekers children and young people https://t.co/MOGawXlT2l,0.67712,0.04402,0.27886,neutral
1463869538425049098,2021-11-25 13:57:49+00:00,1463869538425049098,Vad vet vi om covid-19 hos barn och unga? Det diskuteras i nionde avsnittet av vaccinpodden. Medverkande är barnläkaren Johanna Rubin. Du hittar det där poddar finns eller här: https://t.co/CYolJExalt https://t.co/MvgG0NxERz,5,8,39,2,https://play.acast.com/s/vaccinpodden/44db5cc764fc123f22173296c1cc3228,sv,False,,Folkhalsomynd,What do we know about covid-19 in children and young people? It is discussed in the ninth section of the vaccine podcast. Contributors are pediatrician Johanna Rubin. You will find that podcasts are available or here: https://t.co/CYolJExalt https://t.co/MvgG0NxERz,0.826316,0.143967,0.029717,neutral
1463544257940176896,2021-11-24 16:25:17+00:00,1463544257940176896,"Förhållningsregler till den som bor med en person som har covid-19
https://t.co/hfqbMZvjeE",4,35,29,9,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/forhallningsregler-till-den-som-bor-med-en-person-som-har-covid-19/,sv,False,,Folkhalsomynd,Code of conduct for the person living with a covid-19 person https://t.co/hfqbMZvjeE,0.818024,0.019134,0.162843,neutral
1463403556820635650,2021-11-24 07:06:11+00:00,1463403556820635650,Viktigt att arbetet med att vaccinera mot covid-19 fortsätter i snabb takt - beslut om rekommenderade prioriteringar för påfyllnadsdos https://t.co/Z7FVrbimT3,12,38,60,2,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/viktigt-att-arbetet-med-att-vaccinera-mot-covid-19-fortsatter-i-snabb-takt/,sv,False,,Folkhalsomynd,It is important that work on covid-19 vaccination continues at a rapid pace - decision on recommended dosing priorities https://t.co/Z7FVrbimT3,0.438514,0.546689,0.014797,positive
1463072891189276674,2021-11-23 09:12:14+00:00,1463072891189276674,Daglig rökning fortsätter minska men användandet av snus ökar bland unga  https://t.co/HdrKRqb1cS,1,11,6,0,https://bit.ly/3xggFod,sv,False,,Folkhalsomynd,Daily smoking continues to decrease but the use of snus is increasing among young people https://t.co/HdrKRqb1cS,0.598672,0.112113,0.289215,neutral
1463061304713924608,2021-11-23 08:26:12+00:00,1463061304713924608,Folkhälsomyndigheten har remitterat förslag om hur allmänna sammankomster och offentliga tillställningar inomhus med fler än 100 deltagare kan genomföras med eller utan vaccinationsbevis. https://t.co/GzspN8EF8g,11,27,81,7,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/forslag-pa-atgarder-mot-covid-19-vid-allmanna-sammankomster-och-offentliga-tillstallningar/,sv,False,,Folkhalsomynd,The Public Health Authority has referred suggestions on how general gatherings and public events inside with more than 100 participants can be conducted with or without a vaccination certificate. https://t.co/GzspN8EF8g,0.905064,0.056093,0.038843,neutral
1463058323188682754,2021-11-23 08:14:21+00:00,1463058323188682754,Rapport visar samband mellan spel om pengar och hälsa över tid  https://t.co/lMPDMn0AxM,0,4,4,0,https://bit.ly/30M1O9v,sv,False,,Folkhalsomynd,Report shows relationship between money games and health over time https://t.co/lMPDMn0AxM,0.675601,0.02913,0.295269,neutral
1461287628507123723,2021-11-18 10:58:14+00:00,1461287628507123723,Samarbete över gränserna krävs för fungerande antibiotika även i framtiden https://t.co/ed61oDnzXx,5,17,18,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/samarbete-over-granserna-kravs-for-fungerande-antibiotika-aven-i-framtiden/,sv,False,,Folkhalsomynd,Cross-border cooperation is also needed for effective antibiotics in the future https://t.co/ed61oDnzXx,0.732633,0.245468,0.021899,neutral
1460979379635372036,2021-11-17 14:33:22+00:00,1460979379635372036,Nya åtgärder för att minska spridning av covid-19 https://t.co/oAGaLuaJg8,17,48,188,18,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/nya-atgarder-for-att-minska-spridning-av-covid-19/,sv,False,,Folkhalsomynd,New measures to reduce the proliferation of covid-19 https://t.co/oAgaLuaJg8,0.862657,0.071736,0.065607,neutral
1460940057083367426,2021-11-17 11:57:07+00:00,1460940057083367426,Testning för covid-19 rekommenderas för alla med symtom https://t.co/rJeo61A8j2,29,113,55,17,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/testning-for-covid-19-rekommenderas-for-alla-med-symtom/,sv,False,,Folkhalsomynd,Covid-19 testing is recommended for all patients with symptoms https://t.co/rJeo61A8j2,0.677765,0.299685,0.022549,neutral
1460563836461850632,2021-11-16 11:02:09+00:00,1460563836461850632,Fortsatta skillnader i upplevelse av hälsa https://t.co/2bcKFXnZnT,2,2,3,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/fortsatta-skillnader-i-upplevelse-av-halsa/,sv,False,,Folkhalsomynd,Continued differences in health experience https://t.co/2bcKFXnZnT,0.830216,0.049412,0.120373,neutral
1458420151154618368,2021-11-10 13:03:54+00:00,1458420151154618368,Spridningen av RS-virus är fortsatt stor. Det är viktigt att skydda de yngsta. https://t.co/ONDGinrbQo,16,27,12,6,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/fortsatt-stor-spridning-av-rs-virus--viktigt-skydda-de-yngsta/,sv,False,,Folkhalsomynd,The spread of RS virus remains high. It is important to protect the youngest. https://t.co/ONDGinrbQo,0.507353,0.088947,0.4037,neutral
1458405038510985217,2021-11-10 12:03:51+00:00,1458405038510985217,Påfyllnadsdos covid-19-vaccin tidigast efter fem månader för personer som är 65 år och äldre https://t.co/6jhJZKgcEH,16,58,24,11,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/pafyllnadsdos-tidigast-efter-fem-manader-for-personer-som-ar-65-ar-och-aldre/,sv,False,,Folkhalsomynd,Infill Covid-19 vaccine at the earliest after five months for people aged 65 years and over https://t.co/6jhJZKgcEH,0.916107,0.050763,0.03313,neutral
1456192204775559168,2021-11-04 09:30:51+00:00,1456192204775559168,Nu börjar vaccinationerna mot säsongsinfluensa https://t.co/dioXIhzhzY,13,25,23,4,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/nu-borjar-vaccinationerna-mot-sasongsinfluensa/,sv,False,,Folkhalsomynd,The vaccinations against seasonal influenza are now starting https://t.co/dioXIhzhzY,0.76608,0.108691,0.125229,neutral
1456169641198432261,2021-11-04 08:01:11+00:00,1456169641198432261,"Uppföljande studie om antikroppar mot SARS-CoV-2 bland äldre
https://t.co/yCKQGKLZaX",3,14,6,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/uppfoljande-studie-om-antikroppar-mot-sars-cov-2-bland-aldre/,sv,False,,Folkhalsomynd,Follow-up study on antibodies to SARS-CoV-2 in the elderly https://t.co/yCKQGKLZaX,0.886157,0.037404,0.076439,neutral
1455193695951761413,2021-11-01 15:23:07+00:00,1455193695951761413,"Skydda dig själv och andra – uppdaterade rekommendationer om covid-19. Från den 1 november gäller nya rekommendationer för den som får symtom på luftvägsinfektion.

https://t.co/hBkIzyZOUe",6,15,33,2,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/november/skydda-dig-sjalv-och-andra--uppdaterade-rekommendationer-om-covid-19/,sv,False,,Folkhalsomynd,"Protect yourself and others – updated recommendations on covid-19. From 1 November, new recommendations apply to those who experience symptoms of respiratory infection. https://t.co/hBkIzyZOUe",0.742808,0.144484,0.112707,neutral
1453949862194548746,2021-10-29 05:00:34+00:00,1453949862194548746,Behandling med smalt antibiotikum gav lägre resistens i tarmen hos sjukhuspatienter https://t.co/nArT5Vu8fd,2,12,4,0,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/behandling-med-smalt-antibiotikum-gav-lagre-resistens-i-tarmen-hos-sjukhuspatienter/,sv,False,,Folkhalsomynd,Treatment with narrow antibiotic resulted in lower intestinal resistance in hospital patients https://t.co/nArT5Vu8fd,0.73165,0.127238,0.141112,neutral
1453714416508227588,2021-10-28 13:25:00+00:00,1453714416508227588,"Antikroppar mot covid-19 fortsätter öka
https://t.co/T4lT7Flp4s",4,22,12,3,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/antikroppar-mot-covid-19-fortsatter-oka/,sv,False,,Folkhalsomynd,Antibodies against covid-19 continue to increase https://t.co/T4lT7Flp4s,0.655217,0.036236,0.308547,neutral
1453708125333241870,2021-10-28 13:00:00+00:00,1453708125333241870,"Ny generaldirektör för Folkhälsomyndigheten

https://t.co/JOUowvR4VA",13,111,19,5,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/ny-generaldirektor-for-folkhalsomyndigheten/,sv,False,,Folkhalsomynd,New Director General of the Public Health Agency https://t.co/JOUowvR4VA,0.92874,0.035504,0.035756,neutral
1453697702055776265,2021-10-28 12:18:35+00:00,1453697702055776265,Förändrad rekommendation om testning för covid-19 efter utlandsvistelse https://t.co/zG4QKJ10ud,4,10,2,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/forandrad-rekommendation-om-testning-for-covid-19-efter-utlandsvistelse/,sv,False,,Folkhalsomynd,Amended recommendation on testing for covid-19 after stay abroad https://t.co/zG4QKJ10ud,0.886494,0.03663,0.076876,neutral
1453336223875993613,2021-10-27 12:22:12+00:00,1453336223875993613,Folkhälsomyndigheten rekommenderar en påfyllnadsdos vaccin mot covid-19 till fler grupper https://t.co/kX3Cd2F7S9,6,29,60,6,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/pafyllnadsdos-vaccin-mot-covid-19-rekommenderas-till-fler-grupper/,sv,False,,Folkhalsomynd,The Public Health Authority recommends a booster dose of covid-19 vaccine to more groups https://t.co/kX3Cd2F7S9,0.880787,0.069527,0.049685,neutral
1451492133098098713,2021-10-22 10:14:26+00:00,1451492133098098713,"Världspoliodagen 2021: Vägen mot en poliofri värld
https://t.co/9dFklMCZa5",0,7,3,1,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/varldspoliodagen-2021-vagen-mot-en-poliofri-varld/,sv,False,,Folkhalsomynd,World Polio Day 2021: Road to a polio-free world https://t.co/9dFklMCZa5,0.646486,0.325923,0.027591,neutral
1451140794614702083,2021-10-21 10:58:20+00:00,1451140794614702083,Fortsatt rekommendation om Comirnaty till alla födda 1991 och senare https://t.co/y15Bgn9nWJ,9,9,21,7,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/fortsatt-rekommendation-om-comirnaty-till-alla-fodda-1991-och-senare/,sv,False,,Folkhalsomynd,Continued Recommendation on Comirnaty to All Born 1991 and Later https://t.co/y15Bgn9nWJ,0.92399,0.045485,0.030525,neutral
1451111858690265089,2021-10-21 09:03:22+00:00,1451111858690265089,Vaccination av vuxna och ungdomar mot covid-19 skyddar även barn och unga https://t.co/j6V09LOGLu,9,20,16,4,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/vaccination-av-vuxna-och-ungdomar-mot-covid-19-skyddar-aven-barn-och-unga/,sv,False,,Folkhalsomynd,Vaccination of adults and adolescents against covid-19 also protects children and young people https://t.co/j6V09LOGLu,0.643417,0.315746,0.040837,neutral
1451098668216508417,2021-10-21 08:10:57+00:00,1451098668216508417,Fortsatt smittspridning i Folkhälsomyndighetens nya scenarier för covid-19  https://t.co/gQSvb1Zhpc,8,11,8,4,https://bit.ly/3vvqj5F,sv,False,,Folkhalsomynd,Continued spread of infection in new scenarios of the Public Health Authority for covid-19 https://t.co/gQSvb1Zhpc,0.275624,0.008579,0.715797,negative
1448620481276428293,2021-10-14 12:03:31+00:00,1448620481276428293,Uppdaterade rekommendationer om testning https://t.co/OqqMcZHkJE,7,14,26,5,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/uppdaterade-rekommendationer-om-testning/,sv,False,,Folkhalsomynd,Updated recommendations on testing https://t.co/OqqMcZHkJE,0.860791,0.038113,0.101096,neutral
1448620212459380747,2021-10-14 12:02:27+00:00,1448620212459380747,Rekommendationer till allmänheten om att stanna hemma vid symtom på luftvägsinfektion https://t.co/zudPUJZ6NZ,6,17,7,5,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/rekommendationer-till-allmanheten-om-att-stanna-hemma-vid-symtom-pa-luftvagsinfektion/,sv,False,,Folkhalsomynd,Recommendations to the public to stay at home for respiratory symptoms https://t.co/zudPUJZ6NZ,0.707999,0.036767,0.255233,neutral
1447804728004550657,2021-10-12 06:02:00+00:00,1447804728004550657,"Åttonde nationella undersökningen för att mäta förekomst av covid-19
https://t.co/5TqIv0rUC5",6,11,10,0,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/attonde-nationella-undersokningen-for-att-mata-forekomst-av-covid-19/,sv,False,,Folkhalsomynd,Eighth national survey to measure the presence of covid-19 https://t.co/5TqIv0RUC5,0.913538,0.03226,0.054202,neutral
1446405123773718559,2021-10-08 09:20:29+00:00,1446405123773718559,Intensiv och tidig start för RS-virus  https://t.co/ZxLeEBCNPn,6,11,13,4,https://bit.ly/3Dmd35T,sv,False,,Folkhalsomynd,Intense and early start of RS virus https://t.co/ZxLeEBCNPn,0.577536,0.025583,0.396881,neutral
1446046470617059329,2021-10-07 09:35:19+00:00,1446046470617059329,"RT @Suicidprevent: Den 10 oktober uppmärksammar vi Världsdagen för psykisk hälsa, en dag med syfte att skapa större medvetenhet och förståe…",11,0,0,0,,sv,False,,Folkhalsomynd,"RT @Suicidprevent: On 10 October we pay attention to World Day for Mental Health, a day with the aim of creating greater awareness and understanding...",0.38926,0.608424,0.002316,positive
1446039611290136579,2021-10-07 09:08:04+00:00,1446039611290136579,Folkhälsomyndigheten uppmärksammar världsdagen för psykisk hälsa https://t.co/sIXhHacVrU,4,8,1,0,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/folkhalsomyndigheten-uppmarksammar-varldsdagen-for-psykisk-halsa/,sv,False,,Folkhalsomynd,Public Health Authority takes note of World Mental Health Day https://t.co/sIXhHacVrU,0.829057,0.137264,0.033679,neutral
1445713423984050188,2021-10-06 11:31:54+00:00,1445713423984050188,Användningen av Modernas vaccin mot covid-19 pausas för personer födda 1991 och senare https://t.co/ny6jmIQg1B,40,79,85,44,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/anvandningen-av-modernas-vaccin-mot-covid-19-pausas-for-alla-som-ar-fodda-1991-och-senare/,sv,False,,Folkhalsomynd,The use of Moderns covid-19 vaccine is paused for persons born in 1991 and later https://t.co/ny6jmIQg1B,0.728432,0.018992,0.252576,neutral
1445660844507860997,2021-10-06 08:02:59+00:00,1445660844507860997,"Nya resultat från undersökning av förekomsten av covid-19 hos barn och unga
https://t.co/BSeWVjyRqC",8,20,16,5,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2021/oktober/nya-resultat-fran-undersokning-av-forekomsten-av-covid-19-hos-barn-och-unga/,sv,False,,Folkhalsomynd,New results from the examination of the presence of covid-19 in children and young people https://t.co/BSeWVjyRqC,0.924227,0.060629,0.015144,neutral
1445650051905298432,2021-10-06 07:20:05+00:00,1445650051905298432,I dagarna går det ut en inbjudan till 20 000 ungdomar och föräldrar om att delta i en ny undersökning om spel om pengar. Undersökningen är den första av sitt slag i Sverige.  https://t.co/FLrRzxQOXP,3,9,1,0,https://bit.ly/3FmKLKn,sv,False,,Folkhalsomynd,Today there is an invitation to 20 000 young people and parents to participate in a new survey on gambling. The survey is the first of its kind in Sweden. https://t.co/FLrRzxQOXP,0.605778,0.389766,0.004456,neutral
