id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,negative,neutral,positive,sentiment
1476872014241611783,2021-12-31 11:05:01+00:00,1476872014241611783,"ICYMI: We are reminding people of the importance of using condoms and STI testing over the holiday period and into the New Year.

The warning comes as an antibiotic-resistant strain of gonorrhoea is detected in a heterosexual male in the UK.

More info: https://t.co/ruKbFQK9xZ https://t.co/PAOhrF0q5X",38,46,11,24,https://www.gov.uk/government/news/antibiotic-resistant-strain-of-gonorrhoea-detected-in-london,en,False,,UKHSA,"ICYMI: We are reminding people of the importance of using condoms and STI testing over the holiday period and into the New Year.

The warning comes as an antibiotic-resistant strain of gonorrhoea is detected in a heterosexual male in the UK.

More info: https://t.co/ruKbFQK9xZ https://t.co/PAOhrF0q5X",0.52347,0.404092,0.072438,negative
1476855587149389833,2021-12-31 09:59:45+00:00,1476855587149389833,"If you’re planning on meeting family and friends over the festive period, check out our blog on what you can do to stay safe and protect yourself and loved ones: https://t.co/wjG4J5b28W
#COVID19 #StaySafe https://t.co/8E5WUGF4D5",16,25,10,0,https://ukhsa.blog.gov.uk/2021/12/22/staying-safe-over-the-festive-period-2/,en,False,,UKHSA,"If you’re planning on meeting family and friends over the festive period, check out our blog on what you can do to stay safe and protect yourself and loved ones: https://t.co/wjG4J5b28W
#COVID19 #StaySafe https://t.co/8E5WUGF4D5",0.52347,0.404092,0.072438,negative
1476847304057540612,2021-12-31 09:26:50+00:00,1476847304057540612,"RT @DHSCgovuk: If you're meeting friends or family indoors for New Year celebrations, remember to open windows regularly to disperse #COVID…",45,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: If you're meeting friends or family indoors for New Year celebrations, remember to open windows regularly to disperse #COVID…",0.52347,0.404092,0.072438,negative
1476838823460065298,2021-12-31 08:53:08+00:00,1476838823460065298,"RT @DHSCgovuk: Help protect yourself and others from #COVID19 over the New Year ✨

🎆 Take lateral flow tests regularly
🎆 Let fresh air in i…",41,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: Help protect yourself and others from #COVID19 over the New Year ✨

🎆 Take lateral flow tests regularly
🎆 Let fresh air in i…",0.52347,0.404092,0.072438,negative
1476653563338268674,2021-12-30 20:36:59+00:00,1476653563338268674,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79 

On 30 December 189,213 new cases and 332 deaths in 28 days of a positive test were reported in the UK. 

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/W9hxbq9aUR",170,192,87,64,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79 

On 30 December 189,213 new cases and 332 deaths in 28 days of a positive test were reported in the UK. 

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/W9hxbq9aUR",0.52347,0.404092,0.072438,negative
1476586535109771265,2021-12-30 16:10:38+00:00,1476586535109771265,The #COVID19 Dashboard is experiencing a delay. Please check back here for updates.,27,116,76,13,,en,False,,UKHSA,The #COVID19 Dashboard is experiencing a delay. Please check back here for updates.,0.52347,0.404092,0.072438,negative
1476572540910907403,2021-12-30 15:15:01+00:00,1476572540910907403,"Help protect yourself, your family, and friends, and #GetBoosted. 

Find out more about getting the #COVID19 booster👉 https://t.co/Nu8L5chwiM https://t.co/b9mms73xgI",9,18,7,3,http://nhs.uk/covid-booster,en,False,,UKHSA,"Help protect yourself, your family, and friends, and #GetBoosted. 

Find out more about getting the #COVID19 booster👉 https://t.co/Nu8L5chwiM https://t.co/b9mms73xgI",0.52347,0.404092,0.072438,negative
1476566685566001152,2021-12-30 14:51:45+00:00,1476566679127736320,A further breakdown of confirmed #Omicron cases by nation will be published in the daily Omicron overview today: https://t.co/O8GfarKvCu,5,21,4,2,https://www.gov.uk/government/publications/covid-19-omicron-daily-overview,en,False,41822696.0,UKHSA,A further breakdown of confirmed #Omicron cases by nation will be published in the daily Omicron overview today: https://t.co/O8GfarKvCu,0.52347,0.404092,0.072438,negative
1476566682076434434,2021-12-30 14:51:44+00:00,1476566679127736320,"The last daily #OmicronVariant overview will be reported on Friday 31 December. As data has shown that Omicron cases now constitute more than 90% of all community COVID-19 cases in England, our daily dashboard will provide the most updated info on COVID-19 case figures.",16,33,5,2,,en,False,41822696.0,UKHSA,"The last daily #OmicronVariant overview will be reported on Friday 31 December. As data has shown that Omicron cases now constitute more than 90% of all community COVID-19 cases in England, our daily dashboard will provide the most updated info on COVID-19 case figures.",0.52347,0.404092,0.072438,negative
1476566679127736320,2021-12-30 14:51:44+00:00,1476566679127736320,"#OmicronVariant latest information 

19,544 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK. 

Confirmed Omicron cases in the UK now total 229,666. https://t.co/Op6d4jxvYi",61,93,41,11,https://twitter.com/UKHSA/status/1476566679127736320/photo/1,en,False,,UKHSA,"#OmicronVariant latest information 

19,544 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK. 

Confirmed Omicron cases in the UK now total 229,666. https://t.co/Op6d4jxvYi",0.52347,0.404092,0.072438,negative
1476543935384375296,2021-12-30 13:21:21+00:00,1476543935384375296,"RT @NHSuk: Stop COVID-19 hanging around.

COVID-19 hangs in the air like smoke. If you're meeting friends or family indoors for New Year ce…",140,0,0,0,,en,False,,UKHSA,"RT @NHSuk: Stop COVID-19 hanging around.

COVID-19 hangs in the air like smoke. If you're meeting friends or family indoors for New Year ce…",0.52347,0.404092,0.072438,negative
1476542555047223299,2021-12-30 13:15:52+00:00,1476542555047223299,"RT @NHSEngland: 'When the booster vaccine was available to me, I queued up immediately.'
 
Jordan was keen to have his COVID-19 booster jab…",28,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: 'When the booster vaccine was available to me, I queued up immediately.'
 
Jordan was keen to have his COVID-19 booster jab…",0.52347,0.404092,0.072438,negative
1476513729059692545,2021-12-30 11:21:19+00:00,1476513729059692545,"RT @NHSEngland: All adults can book their COVID-19 booster.

If you're 18 or over and had your second dose over two months ago, #GetBoosted…",37,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: All adults can book their COVID-19 booster.

If you're 18 or over and had your second dose over two months ago, #GetBoosted…",0.52347,0.404092,0.072438,negative
1476494620339195905,2021-12-30 10:05:24+00:00,1476494620339195905,"RT @NHSEngland: The NHS delivered a record-breaking bank holiday for vaccines — with a total of 306,000 people getting their vital protecti…",85,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: The NHS delivered a record-breaking bank holiday for vaccines — with a total of 306,000 people getting their vital protecti…",0.52347,0.404092,0.072438,negative
1476488078978072577,2021-12-30 09:39:24+00:00,1476488078978072577,"All adults are now eligible to book a #COVID19 booster jab. #GetBoosted to give yourself longer-term protection against getting seriously ill from COVID-19. 

You can book your booster jab online or go to a walk-in vaccination site. 
Book now: https://t.co/TQ7eSUaYyJ https://t.co/aNyB0PMDNg",30,35,11,2,https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/,en,False,,UKHSA,"All adults are now eligible to book a #COVID19 booster jab. #GetBoosted to give yourself longer-term protection against getting seriously ill from COVID-19. 

You can book your booster jab online or go to a walk-in vaccination site. 
Book now: https://t.co/TQ7eSUaYyJ https://t.co/aNyB0PMDNg",0.52347,0.404092,0.072438,negative
1476476075660226568,2021-12-30 08:51:42+00:00,1476476075660226568,RT @DHSCgovuk: Every adult in the country is eligible for a #COVID19 booster because two doses of the vaccine is not enough protection agai…,29,0,0,0,,en,False,,UKHSA,RT @DHSCgovuk: Every adult in the country is eligible for a #COVID19 booster because two doses of the vaccine is not enough protection agai…,0.52347,0.404092,0.072438,negative
1476280080611655684,2021-12-29 19:52:53+00:00,1476280080611655684,RT @NHSuk: All adults are now eligible to book a COVID-19 booster dose. The booster helps give you longer-term protection against getting s…,82,0,0,0,,en,False,,UKHSA,RT @NHSuk: All adults are now eligible to book a COVID-19 booster dose. The booster helps give you longer-term protection against getting s…,0.52347,0.404092,0.072438,negative
1476259295004135428,2021-12-29 18:30:18+00:00,1476259295004135428,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 29 December 183,037 new cases and 57 deaths in 28 days of a positive test were reported in the UK.

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/qr5oMsqDAR",104,173,65,40,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 29 December 183,037 new cases and 57 deaths in 28 days of a positive test were reported in the UK.

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/qr5oMsqDAR",0.52347,0.404092,0.072438,negative
1476252446787883012,2021-12-29 18:03:05+00:00,1476252433659699200,A further breakdown of confirmed Omicron cases by nation and region will be published in the daily Omicron overview today: https://t.co/O8GfarKvCu,3,14,3,0,https://www.gov.uk/government/publications/covid-19-omicron-daily-overview,en,False,41822696.0,UKHSA,A further breakdown of confirmed Omicron cases by nation and region will be published in the daily Omicron overview today: https://t.co/O8GfarKvCu,0.52347,0.404092,0.072438,negative
1476252443851866122,2021-12-29 18:03:04+00:00,1476252433659699200,"The last daily #OmicronVariant overview will be reported on Friday 31 December. As data has shown that Omicron cases now constitute more than 90% of all community COVID-19 cases in England, our daily dashboard will provide the most updated info on COVID-19 case figures.",10,21,5,5,,en,False,41822696.0,UKHSA,"The last daily #OmicronVariant overview will be reported on Friday 31 December. As data has shown that Omicron cases now constitute more than 90% of all community COVID-19 cases in England, our daily dashboard will provide the most updated info on COVID-19 case figures.",0.52347,0.404092,0.072438,negative
1476252439632396294,2021-12-29 18:03:03+00:00,1476252433659699200,"Please note: 
Scotland are no longer separating Omicron cases from other COVID-19 cases in daily reports, and will update Omicron numbers weekly.
Figures from Wales &amp; Scotland have been backdated from 24 Dec, so figures may be inflated.",2,4,1,0,,en,False,41822696.0,UKHSA,"Please note: 
Scotland are no longer separating Omicron cases from other COVID-19 cases in daily reports, and will update Omicron numbers weekly.
Figures from Wales &amp; Scotland have been backdated from 24 Dec, so figures may be inflated.",0.52347,0.404092,0.072438,negative
1476252433659699200,2021-12-29 18:03:02+00:00,1476252433659699200,"#OmicronVariant latest information 
32,923 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK.  

Confirmed Omicron cases in the UK now total 210,122. https://t.co/59iusMrXcP",19,55,10,8,https://twitter.com/UKHSA/status/1476252433659699200/photo/1,en,False,,UKHSA,"#OmicronVariant latest information 
32,923 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK.  

Confirmed Omicron cases in the UK now total 210,122. https://t.co/59iusMrXcP",0.52347,0.404092,0.072438,negative
1476241581967650816,2021-12-29 17:19:55+00:00,1476241579803299841,"(2/2) If you haven’t been able to get the test you need, please keep checking https://t.co/7WF7e3Vaub every few hours as more #PCR and #LFD tests become available every day. https://t.co/29Ni2bXCAM",55,68,14,3,http://gov.uk,en,False,41822696.0,UKHSA,"(2/2) If you haven’t been able to get the test you need, please keep checking https://t.co/7WF7e3Vaub every few hours as more #PCR and #LFD tests become available every day. https://t.co/29Ni2bXCAM",0.52347,0.404092,0.072438,negative
1476241579803299841,2021-12-29 17:19:54+00:00,1476241579803299841,"We are delivering record numbers of #LateralFlowTests to pharmacies across the country, with more kits being delivered in the next few days. We’re also continuing to expand capacity for booking #PCR test slots online. (1/2)",118,281,94,31,,en,False,,UKHSA,"We are delivering record numbers of #LateralFlowTests to pharmacies across the country, with more kits being delivered in the next few days. We’re also continuing to expand capacity for booking #PCR test slots online. (1/2)",0.52347,0.404092,0.072438,negative
1476204232932052995,2021-12-29 14:51:30+00:00,1476204232932052995,"RT @DHSCgovuk: When meeting indoors, COVID-19 particles will build up and gather in unventilated rooms.

To protect yourself &amp; others this…",22,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: When meeting indoors, COVID-19 particles will build up and gather in unventilated rooms.

To protect yourself &amp; others this…",0.52347,0.404092,0.072438,negative
1476191110821203969,2021-12-29 13:59:21+00:00,1476191110821203969,"If you’re planning on meeting family and friends over the festive period, check out our blog on what you can do to stay safe and protect yourself and loved ones: https://t.co/wjG4J5b28W
#COVID19 #StaySafe https://t.co/j0HC6dUhF2",10,20,11,0,https://ukhsa.blog.gov.uk/2021/12/22/staying-safe-over-the-festive-period-2/,en,False,,UKHSA,"If you’re planning on meeting family and friends over the festive period, check out our blog on what you can do to stay safe and protect yourself and loved ones: https://t.co/wjG4J5b28W
#COVID19 #StaySafe https://t.co/j0HC6dUhF2",0.52347,0.404092,0.072438,negative
1476189293588664324,2021-12-29 13:52:08+00:00,1476189293588664324,"RT @DHSCgovuk: You can still come forward at any time for your first dose of the #COVID19 vaccine.

It's vital to get the first two jabs to…",79,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: You can still come forward at any time for your first dose of the #COVID19 vaccine.

It's vital to get the first two jabs to…",0.52347,0.404092,0.072438,negative
1476183732348497921,2021-12-29 13:30:02+00:00,1476183732348497921,"Help protect yourself, your family, and friends, and #GetBoosted. 

Find out more about getting the #COVID19 booster👉 https://t.co/Nu8L5chwiM https://t.co/WlAEoibEgC",9,25,6,2,http://nhs.uk/covid-booster,en,False,,UKHSA,"Help protect yourself, your family, and friends, and #GetBoosted. 

Find out more about getting the #COVID19 booster👉 https://t.co/Nu8L5chwiM https://t.co/WlAEoibEgC",0.52347,0.404092,0.072438,negative
1476155413561282563,2021-12-29 11:37:30+00:00,1476155413561282563,RT @NHSEngland: NHS colleagues and volunteers will be delivering life-saving booster jabs before the New Year. There are more than one mill…,167,0,0,0,,en,False,,UKHSA,RT @NHSEngland: NHS colleagues and volunteers will be delivering life-saving booster jabs before the New Year. There are more than one mill…,0.52347,0.404092,0.072438,negative
1476154047698804738,2021-12-29 11:32:05+00:00,1476154047698804738,"RT @NHSuk: All adults are now eligible to book a #COVID19 booster dose.

If the booking service is busy, please try again later or search f…",77,0,0,0,,en,False,,UKHSA,"RT @NHSuk: All adults are now eligible to book a #COVID19 booster dose.

If the booking service is busy, please try again later or search f…",0.52347,0.404092,0.072438,negative
1476150054843035648,2021-12-29 11:16:13+00:00,1476150054843035648,"RT @NHSEngland: COVID-19 vaccines have saved thousands of lives. You could help save even more.

Find out how to get involved. https://t.co…",48,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: COVID-19 vaccines have saved thousands of lives. You could help save even more.

Find out how to get involved. https://t.co…",0.52347,0.404092,0.072438,negative
1476138764502278147,2021-12-29 10:31:21+00:00,1476138764502278147,"All adults are now eligible to book a #COVID19 booster jab. #GetBoosted to give yourself longer-term protection against getting seriously ill from COVID-19. 

You can book your booster jab online or go to a walk-in vaccination site. 
Book now: https://t.co/TQ7eSUaYyJ https://t.co/Zxk5s1GuQe",12,30,8,2,https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/,en,False,,UKHSA,"All adults are now eligible to book a #COVID19 booster jab. #GetBoosted to give yourself longer-term protection against getting seriously ill from COVID-19. 

You can book your booster jab online or go to a walk-in vaccination site. 
Book now: https://t.co/TQ7eSUaYyJ https://t.co/Zxk5s1GuQe",0.52347,0.404092,0.072438,negative
1476123763032924162,2021-12-29 09:31:44+00:00,1476123763032924162,"RT @NHSEngland: 'My partner had COVID last year and was in hospital for six days.'
 
Samantha got her COVID-19 booster to protect herself a…",18,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: 'My partner had COVID last year and was in hospital for six days.'
 
Samantha got her COVID-19 booster to protect herself a…",0.52347,0.404092,0.072438,negative
1476120858729062401,2021-12-29 09:20:12+00:00,1476120858729062401,"RT @DHSCgovuk: Help to protect yourself and others from #COVID19 over the festive season ✨

❄️ Take lateral flow tests regularly
❄️ Let fre…",62,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: Help to protect yourself and others from #COVID19 over the festive season ✨

❄️ Take lateral flow tests regularly
❄️ Let fre…",0.52347,0.404092,0.072438,negative
1475931099415158784,2021-12-28 20:46:10+00:00,1475931099415158784,"RT @NHSEngland: There are over 1.5 million COVID-19 vaccine appointments available between now and 3 January.

Whether it's for your first,…",117,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: There are over 1.5 million COVID-19 vaccine appointments available between now and 3 January.

Whether it's for your first,…",0.52347,0.404092,0.072438,negative
1475916241487474689,2021-12-28 19:47:07+00:00,1475916241487474689,"RT @DHSCgovuk: Help to protect yourself and others from #COVID19 over the festive season ✨
 
❄️ Wear a face covering in public indoor venue…",42,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: Help to protect yourself and others from #COVID19 over the festive season ✨
 
❄️ Wear a face covering in public indoor venue…",0.52347,0.404092,0.072438,negative
1475886110677127175,2021-12-28 17:47:24+00:00,1475886107233558534,Today’s case and death figures do not include data from Scotland or Northern Ireland.,29,50,2,2,,en,False,41822696.0,UKHSA,Today’s case and death figures do not include data from Scotland or Northern Ireland.,0.52347,0.404092,0.072438,negative
1475886107233558534,2021-12-28 17:47:23+00:00,1475886107233558534,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 28 December 129,471 new cases and 18 deaths in 28 days of a positive test were reported in England and Wales.

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/1rRyfzsfZt",93,187,54,38,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 28 December 129,471 new cases and 18 deaths in 28 days of a positive test were reported in England and Wales.

Our data includes the number of people receiving a first, second and booster dose of the #vaccine https://t.co/1rRyfzsfZt",0.52347,0.404092,0.072438,negative
1475850076899753996,2021-12-28 15:24:12+00:00,1475850070406873089,A further breakdown of confirmed #Omicron cases by nation has been published in the daily Omicron overview today: https://t.co/O8GfarKvCu,14,27,5,1,https://www.gov.uk/government/publications/covid-19-omicron-daily-overview,en,False,41822696.0,UKHSA,A further breakdown of confirmed #Omicron cases by nation has been published in the daily Omicron overview today: https://t.co/O8GfarKvCu,0.52347,0.404092,0.072438,negative
1475850074517348355,2021-12-28 15:24:12+00:00,1475850070406873089,"Please note:

Wales have not reported figures due to Christmas/Bank holiday work arrangements

Scotland are no longer separating Omicron cases from other COVID-19 cases in daily reports, and will update Omicron numbers weekly.",18,36,8,1,,en,False,41822696.0,UKHSA,"Please note:

Wales have not reported figures due to Christmas/Bank holiday work arrangements

Scotland are no longer separating Omicron cases from other COVID-19 cases in daily reports, and will update Omicron numbers weekly.",0.52347,0.404092,0.072438,negative
1475850070406873089,2021-12-28 15:24:11+00:00,1475850070406873089,"#OmicronVariant latest information 17,269 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across England and Northern Ireland. 

Confirmed Omicron cases in the UK now total 177,201. https://t.co/qeFU5UEVXy",69,132,31,14,https://twitter.com/UKHSA/status/1475850070406873089/photo/1,en,False,,UKHSA,"#OmicronVariant latest information 17,269 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across England and Northern Ireland. 

Confirmed Omicron cases in the UK now total 177,201. https://t.co/qeFU5UEVXy",0.52347,0.404092,0.072438,negative
1475793756876161027,2021-12-28 11:40:25+00:00,1475793756876161027,"Please note:

Yesterday’s #COVID19 Dashboard update included:

New cases for England only

New deaths within 28 days of a positive test for England only

New vaccines given for England and Northern Ireland only.

Full details: https://t.co/hUhZchQBn4 https://t.co/ggZjdVxG7Q",25,51,18,1,https://coronavirus.data.gov.uk/details/whats-new,en,False,,UKHSA,"Please note:

Yesterday’s #COVID19 Dashboard update included:

New cases for England only

New deaths within 28 days of a positive test for England only

New vaccines given for England and Northern Ireland only.

Full details: https://t.co/hUhZchQBn4 https://t.co/ggZjdVxG7Q",0.52347,0.404092,0.072438,negative
1475531005511536640,2021-12-27 18:16:20+00:00,1475531005511536640,"#omicronvariant latest information 45,307 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK. Confirmed Omicron cases in the UK now total 159,932. https://t.co/ClzlRnTROB",75,113,44,8,https://twitter.com/UKHSA/status/1475531005511536640/photo/1,en,False,,UKHSA,"#omicronvariant latest information 45,307 additional confirmed cases of the #Omicron variant of COVID-19 have been reported across the UK. Confirmed Omicron cases in the UK now total 159,932. https://t.co/ClzlRnTROB",0.52347,0.404092,0.072438,negative
1475500966644436992,2021-12-27 16:16:58+00:00,1475500966644436992,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79 

On 27 December, 98,515 new cases and 143 deaths within 28 days of a positive test were reported across the UK. 

Our data includes the number of people receiving a first, second and booster dose of the #vaccine: https://t.co/3lIuH1cqdQ",122,185,103,40,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79 

On 27 December, 98,515 new cases and 143 deaths within 28 days of a positive test were reported across the UK. 

Our data includes the number of people receiving a first, second and booster dose of the #vaccine: https://t.co/3lIuH1cqdQ",0.52347,0.404092,0.072438,negative
1475443318242914312,2021-12-27 12:27:54+00:00,1475443318242914312,RT @NHSuk: All adults are now eligible to book a COVID-19 booster dose. The booster helps give you longer-term protection against getting s…,115,0,0,0,,en,False,,UKHSA,RT @NHSuk: All adults are now eligible to book a COVID-19 booster dose. The booster helps give you longer-term protection against getting s…,0.52347,0.404092,0.072438,negative
1475134345010634763,2021-12-26 16:00:09+00:00,1475134345010634763,A reminder that the #COVID19 Dashboard will not be updated today. Please visit the Dashboard on 27 December for the next update.,33,110,57,11,,en,False,,UKHSA,A reminder that the #COVID19 Dashboard will not be updated today. Please visit the Dashboard on 27 December for the next update.,0.52347,0.404092,0.072438,negative
1475051265113665537,2021-12-26 10:30:01+00:00,1475051265113665537,"We know that Boxing Day is a great time to get together with family and friends and continue the festive celebrations. However, it’s still important that we take precautions. 
Read our tips for keeping ourselves &amp; loved ones safe over the festive period: https://t.co/wjG4J5b28W https://t.co/c63YllLgGQ",17,33,15,1,https://ukhsa.blog.gov.uk/2021/12/22/staying-safe-over-the-festive-period-2/,en,False,,UKHSA,"We know that Boxing Day is a great time to get together with family and friends and continue the festive celebrations. However, it’s still important that we take precautions. 
Read our tips for keeping ourselves &amp; loved ones safe over the festive period: https://t.co/wjG4J5b28W https://t.co/c63YllLgGQ",0.52347,0.404092,0.072438,negative
1475028636038225922,2021-12-26 09:00:06+00:00,1475028636038225922,"PCR testing sites  have different operating hours today (26 Dec). See the image below for details, or find full details here: https://t.co/GbRiF1kh8C https://t.co/lYGYkO9JC8",19,18,5,0,https://www.gov.uk/government/news/test-and-trace-services-continue-over-the-festive-period,en,False,,UKHSA,"PCR testing sites  have different operating hours today (26 Dec). See the image below for details, or find full details here: https://t.co/GbRiF1kh8C https://t.co/lYGYkO9JC8",0.52347,0.404092,0.072438,negative
